NDBI,MVI,MI,AVVVH,VV,VH,MVHVV,GEMI,Wetness,SR38,B8A,BNDVI,CARrededge,REDVI,CVI,S2WI,WRIyou,B11,EMBI,SIPI,S2REP,MNSI,C3I3,NDTI,PSRI,SR45,GRAY,EXG,NDWIt2,BITM,NDYI,NMDI,WI,ARI,NDWIt,B5,BRI,RFDI,DVVVH,DVHVV,MIRBI,SLOPE,SR53,DCNI,CIEX,PWRI,NR3,ASPECT,CI4,NDRI2,ELEVATION,CARI,SVHVV,NPNC,SR24
-0.05772549,1.874615435,1.8576034,-23.71455522,-8.462058625,-15.2524966,129.0675204,0.721940853,-0.053037028,0.21564211,0.306,0.7887162,5.415795,0.051499993,2.9485006,0.019163763,0.21605486,0.197,0.1116609,1.0220068,717.0850927,0.134586797,0.046319153,0.27260983,0.022762341,0.36410254,0.122380999,0.37388933,-0.25389755,0.05049967,0.29218903,0.5727664,-1.2418032,6.378364,-0.49242422,0.117,20.529013,-0.286340516,0.554798263,1.802456976,1.195400017,16.569916,1.7462686,7.750569177,0.312124938,0.077334344,0.035149064,139.6118,0.015359494,0.45103094,349,0.410873221,-6.790437974,0.15447155,0.86150235
-0.008795424,1.103670248,0.21597354,-31.36665453,-12.34002544,-19.02662909,234.7890871,0.593446715,-0.11460102,0.39046943,0.2852,0.56395996,1.7027891,0.040499985,2.4350681,-0.11306815,0.16044664,0.2651,0.098919037,1.1470588,717.49409,0.141151692,0.051607035,0.15010849,0.10801828,0.668802,0.154579998,0.12576899,-0.28164864,0.098491897,0.16684379,0.6050228,-5.814813,2.701318,-0.4142438,0.1561,9.606395,-0.213175544,0.648566038,1.541863036,1.361019909,1.1061869,1.4216758,9.839828673,0.308149304,0.162649,0.023662144,90.0,-0.014025274,0.30469528,164,0.375656741,-6.686603652,0.4013423,0.75095785
0.01422057,0.831792981,-0.4035603,-26.83677537,-10.50135033,-16.33542504,171.5440212,0.483519692,-0.138184602,0.45299837,0.2419,0.5159705,1.4944712,0.0406,2.7840734,-0.18319072,0.11734717,0.2741,0.111691222,1.5879017,723.0580842,0.134596802,0.13792473,0.07659074,0.30164889,0.86876154,0.165898003,0.011459589,-0.35543385,0.113416167,0.17313746,0.72708184,1.130137,2.7831147,-0.4205753,0.1623,11.276801,-0.217391047,0.64285749,1.555554717,1.664819956,1.8543341,1.4516995,21.64950071,0.303314554,0.14582433,0.037628766,180.0,0.020256339,0.2501994,161,0.337491909,-5.834074708,0.5007983,0.55886525
-0.07742006,2.242710077,2.191466,-22.83243755,-8.883220524,-13.94921702,123.913971,0.72826121,-0.037380403,0.22997646,0.3212,0.75912976,4.494262,0.06759998,3.708001,0.03955224,0.20118316,0.1947,0.012716205,1.0736264,718.4118282,0.155564992,0.05898811,0.20408162,0.07389706,0.4781048,0.146289001,0.22541842,-0.24468084,0.065057464,0.25361156,0.6745562,-2.7478259,5.625346,-0.42741933,0.1393,16.564623,-0.221877164,0.636825745,1.570288274,1.378940004,1.4434562,1.7836107,7.754076105,0.316724077,0.10458645,0.03964489,309.972,0.057285126,0.31797233,206,0.405057603,-5.0659965,0.2709924,0.6981982
-0.055472687,33.42493183,3.1233215,-31.12832858,-13.63925658,-17.489072,238.5379404,0.502004328,0.038948372,0.5202727,0.1935,0.42157614,0.23368342,0.105399996,2.083788,0.124470785,0.11841086,0.149,-0.27482812,1.3604938,736.5432093,0.189563695,0.75870186,0.18066563,0.2527409,1.1837349,0.188831994,0.046679497,0.16747181,0.139757404,0.12229102,0.7187789,2.5901644,-0.6335687,-0.01360547,0.1328,-2.2733,-0.123675623,0.779873088,1.282259916,1.573799956,6.606957,0.9158621,-36.00512366,0.337479801,0.12719655,0.21147576,90.0,0.44031006,-0.20644665,180,0.247048547,-3.849815422,0.48722798,0.72137403
-0.007188033,1.095046765,0.2218429,-23.09964091,-6.927599152,-16.17204176,112.0334228,0.528586797,-0.097985906,0.3712529,0.2489,0.60320395,1.9639679,0.0475,3.5133672,-0.11715092,0.13265364,0.246,0.12036244,1.4590164,723.578435,0.1347993,0.162409,0.1581921,0.2896098,0.8917198,0.159484,0.009756118,-0.29847494,0.098919027,0.2,0.5894929,1.0952383,3.2748253,-0.43607706,0.1413,12.585801,-0.400198542,0.428368864,2.334436708,1.377199951,5.655194,1.4627328,39.98860233,0.308335925,0.12802091,0.05643523,191.23277,0.04539975,0.17322834,256,0.28973225,-9.24444261,0.57894737,0.51111114
-0.15564285,3.000815674,2.8655024,-28.48840356,-11.2360856,-17.25231796,193.8485214,0.877250269,-0.002976087,0.16367355,0.4377,0.8448312,7.794417,0.08160001,3.538548,0.062667854,0.23387615,0.1946,-0.012768824,1.0118032,721.3094744,0.184976607,0.029429924,0.30036753,0.013117503,0.35130584,0.160643004,0.43331116,-0.18505944,0.052573408,0.3211009,0.66062665,-1.1551155,5.4642897,-0.45986497,0.1187,12.421662,-0.211181801,0.651279766,1.53543846,1.139919981,9.890449,1.6486112,8.977751089,0.306609823,0.10281387,0.024333462,62.34053,0.005026291,0.43032786,179,0.429995682,-6.016232366,0.11646589,0.8872901
-0.09678135,3.054303126,4.1597714,-26.29533531,-11.91226023,-14.38307508,171.3349332,0.773377736,0.005086286,0.12734191,0.3546,0.85450596,8.08891,0.09820001,6.2461944,0.009733911,0.265627,0.1411,0.034361383,1.0254071,727.1603284,0.156305604,0.019867508,0.29806808,0.032046024,0.4447301,0.125842001,0.24404192,-0.27378967,0.035626067,0.23755334,0.68110234,-1.8764051,10.1350355,-0.5287107,0.0778,29.669308,-0.093963998,0.828213728,1.207417803,1.380219984,13.308827,1.7885058,16.05248562,0.299619112,-0.0992437,0.016212987,281.84683,-0.03666106,0.37601444,210,0.237312466,-2.470814846,0.06790123,0.7745664
-0.046200447,2.004712756,2.4162476,-17.92102793,-6.93836127,-10.98266666,76.20170896,0.663036597,-0.037850792,0.21222222,0.2936,0.7815902,5.4276867,0.036300004,3.5196404,0.001558429,0.2148896,0.1634,0.086171562,1.0426937,720.7538247,0.112539905,-0.009117623,0.25934488,0.041506205,0.4439834,0.109893004,0.29054052,-0.2529335,0.045499965,0.2676991,0.60094875,-1.6689655,7.0785627,-0.48074308,0.0964,26.216898,-0.225673739,0.63175561,1.582890574,1.35968008,2.3962383,1.6823734,11.5960494,0.307471074,0.04809791,-0.006622519,292.75775,-0.080381416,0.3837293,175,0.295911946,-4.044305385,0.084917635,0.7733645
-0.07163052,2.151041843,1.9341199,-26.9461484,-8.558330904,-18.38781749,157.3690267,0.727464237,-0.040529895,0.26337695,0.3207,0.7677352,4.6955085,0.06819999,2.7512088,0.070249535,0.16865969,0.2038,0.00846096,1.0734755,717.1331506,0.159193997,0.07470036,0.25453985,0.074571215,0.46054518,0.14366,0.3492386,-0.1549833,0.068130366,0.33433735,0.60534483,-1.819672,4.1130805,-0.39398083,0.1394,12.226755,-0.364782619,0.465434841,2.148528457,1.213760081,11.075205,1.5733634,7.319511941,0.31908843,0.12835802,0.050757457,260.4796,0.04895545,0.30706963,188,0.420023932,-9.829486591,0.30487803,0.6884735
-0.036869425,1.411801164,0.8699316,-18.04750344,-5.667649804,-12.37985364,70.16467504,0.661503123,-0.095715999,0.26960155,0.2929,0.719337,3.706944,0.050599992,3.8462272,-0.043685023,0.17100707,0.2449,0.13482575,1.161463,712.0912759,0.142819993,0.10903701,0.16480379,0.1389102,0.5407085,0.150277996,0.135318,-0.3533719,0.075694229,0.24573125,0.6357424,10.677418,5.703911,-0.4896594,0.1609,18.328764,-0.37191869,0.457812343,2.184301089,1.355980042,20.51459,1.9177593,6.626328478,0.315098782,0.12514111,0.061391514,313.8046,0.06247865,0.3373953,224,0.429991316,-6.712203834,0.3415574,0.5839081
-0.111777276,2.536700811,2.6700244,-21.88939061,-7.692255406,-14.1971352,109.20799,0.80821342,-0.020012023,0.16389178,0.3854,0.80384797,5.240521,0.10160002,4.6681986,-0.038985435,0.27003583,0.1897,0.052716787,1.0190363,725.7479246,0.177430614,0.02386629,0.26340327,0.022630837,0.47116324,0.148356003,0.23529413,-0.27419356,0.051767043,0.20229009,0.6586839,-1.4324328,6.097845,-0.50138503,0.1023,15.863279,-0.297170438,0.541817437,1.845640122,1.246939948,11.883978,1.6238096,12.60927337,0.300761336,0.02772062,0.018547958,0.0,-0.002594673,0.3929471,179,0.302740087,-6.504879798,0.13278498,0.8672199
-0.04878252,1.628767162,1.340348,-32.733415,-12.01543418,-20.71798082,248.9355349,0.698589734,-0.07626899,0.2368421,0.2831,0.75105363,3.7359283,0.08409999,3.5013552,-0.11963541,0.2024744,0.2198,0.12595307,1.067492,720.2576137,0.154753695,0.11227154,0.19716772,0.07428571,0.5280414,0.134461,0.23480195,-0.3327306,0.060976416,0.24978828,0.6229167,-2.3412707,4.9220085,-0.4972752,0.1159,15.795919,-0.26586125,0.579951989,1.724280663,1.319960111,1.8543341,1.5704608,10.39337398,0.30273828,0.06638889,0.07540985,0.0,0.100671105,0.41323107,160,0.319444636,-8.70254664,0.33624452,0.7238562
-0.044488996,1.675675631,1.2747327,-26.00941009,-10.11040236,-15.89900773,160.7453653,0.671093114,-0.066622372,0.30703485,0.2714,0.680663,2.5708964,0.0633,2.569999,-0.056659337,0.18338998,0.2192,0.04757784,1.0689806,718.6490691,0.150753798,0.09583598,0.20837927,0.06600251,0.57488304,0.141101,0.24588707,-0.21181434,0.07636773,0.23544976,0.60189575,-1.807107,2.9063256,-0.40243122,0.1282,9.553996,-0.222558118,0.635914048,1.572539565,1.287840018,4.3215013,1.3725909,10.48625931,0.310785553,0.12805204,0.05845512,129.9894,0.12085479,0.3216751,160,0.339095048,-5.788605366,0.33393666,0.78426045
0.003255402,0.894329839,-0.20819889,-21.2048745,-5.377878569,-15.82699594,85.11566225,0.415211244,-0.071687412,0.6430041,0.2376,0.32020372,0.7394795,-0.015599996,1.6472679,-0.070906214,0.08449871,0.2026,-0.031399789,1.5209678,725.6220699,0.097746402,-0.4994841,0.092183284,0.15380955,0.90622866,0.147447003,0.04895106,-0.14792094,0.119964956,0.11061749,0.7007874,3.3648663,1.155373,-0.23687424,0.1461,5.943277,-0.492769592,0.339791492,2.942981277,1.698520023,2.9915948,1.1688,43.34791723,0.314626671,0.18224,-0.09476136,158.31842,-0.18181819,0.119680844,184,0.302660925,-10.44911737,0.45574492,0.7560423
