NDBI,MVI,MI,AVVVH,VV,VH,MVHVV,GEMI,Wetness,SR38,B8A,BNDVI,CARrededge,REDVI,CVI,S2WI,WRIyou,B11,EMBI,SIPI,S2REP,MNSI,C3I3,NDTI,PSRI,SR45,GRAY,EXG,NDWIt2,BITM,NDYI,NMDI,WI,ARI,NDWIt,B5,BRI,RFDI,DVVVH,DVHVV,MIRBI,SLOPE,SR53,DCNI,CIEX,PWRI,NR3,ASPECT,CI4,NDRI2,ELEVATION,CARI,SVHVV,NPNC,SR24
-0.015181469,1.345794372,0.64430016,-14.22249604,-2.602355601,-11.62014044,30.23973755,0.526567442,-0.062002853,0.47015536,0.2671,0.420029,0.9086202,0.026700005,2.0825677,0.027733497,0.15818982,0.2113,-0.007334154,1.0962121,713.9197537,0.127197103,0.033034857,0.16162726,0.058283612,0.6985111,0.150802999,0.053435117,-0.14018692,0.10936753,0.07026525,0.6123929,-6.2916694,2.4921782,-0.29512718,0.1612,10.18879,-0.634050789,0.223952164,4.465239274,1.45426003,3.8544114,1.4017391,8.622811973,0.324222499,0.16155218,0.01220773,298.7204,-0.08423814,0.15050925,167,0.378748411,-9.017784834,0.032553878,0.8872114
-0.06908327,2.371957033,2.5555305,-26.38315071,-9.867499839,-16.51565087,162.9681823,0.705935654,-0.022774164,0.22813687,0.3067,0.7800338,4.515793,0.076900005,3.640602,0.021047471,0.18596993,0.1747,0.006973042,1.0813135,722.2526048,0.151363903,0.084330805,0.27193302,0.08713866,0.57334614,0.134252002,0.264637,-0.16279073,0.058540697,0.29729727,0.6172175,-2.704918,4.301162,-0.41629514,0.1043,13.628522,-0.251984727,0.597463577,1.673742198,1.287939948,12.411065,1.4486111,14.45775336,0.309502983,0.06953332,0.05746356,116.190094,0.02901864,0.25156447,193,0.274947352,-6.648151028,0.2629356,0.65217394
-0.022433624,1.220897139,0.46999153,-24.9298181,-7.735729921,-17.19408818,133.0088224,0.64088352,-0.127325557,0.30149448,0.2938,0.68935233,3.4446316,0.0573,3.4919436,-0.08769307,0.15945898,0.2689,0.137310153,1.1956211,708.5571242,0.149342599,0.08374377,0.1038588,0.16407186,0.53358823,0.156208998,0.12666933,-0.40340728,0.084381455,0.24230254,0.7176339,7.3877473,5.314366,-0.48686758,0.1831,17.265646,-0.379399409,0.449906377,2.222684653,1.54777993,12.693741,1.9730604,4.317434987,0.313085024,0.13465948,0.04338981,217.76385,0.04765146,0.38164556,241,0.492402101,-9.458358254,0.26064515,0.5793245
-0.002412513,1.03383733,0.07135957,-31.40485239,-10.79736915,-20.60748324,222.5066037,0.498657619,-0.112023016,0.44555986,0.2415,0.5172818,1.4439427,0.051500008,2.7772589,-0.11878939,0.122402295,0.2543,0.051352597,1.5197935,714.9237769,0.144761305,0.24137695,0.068262964,0.29108435,0.81740123,0.171016003,0.016441524,-0.31553972,0.116187724,0.16683519,0.77701545,1.2043788,2.941413,-0.37571004,0.1747,11.356807,-0.312375743,0.5239538,1.908565221,1.725860012,9.458842,1.5138649,10.85757959,0.312097635,0.14528163,0.069805875,166.31961,0.07246376,0.2166758,174,0.373916711,-9.81011409,0.32899025,0.57703084
-0.020759078,1.238198082,0.5365976,-27.68883837,-8.89776074,-18.79107763,167.1985128,0.632475697,-0.109365872,0.3037821,0.28925,0.6741214,2.9287102,0.04069999,3.1959546,-0.1126996,0.17361532,0.2496,0.142990592,1.1422244,715.3812075,0.133306092,0.07013009,0.15421964,0.11676768,0.58279055,0.142780998,0.14869884,-0.35256055,0.077539694,0.21893491,0.62411946,-12.3333645,4.5656853,-0.48064658,0.14585,15.842073,-0.357303429,0.473509871,2.111888392,1.382920033,3.506514,1.6659052,8.677928114,0.306808528,0.13290834,0.03818444,105.317924,-0.003630062,0.36543486,207,0.376104233,-9.893316886,0.32968324,0.65999997
0.006489127,0.885813025,-0.21863711,-28.11283375,-10.97103664,-17.14179711,188.0632841,0.425989198,-0.09831257,0.5719064,0.261,0.34912577,1.0203297,-0.006600007,2.1345453,0.00023,0.10344991,0.2524,0.00629589,1.7146814,694.140063,0.119921597,-0.13206665,0.07427114,0.20992674,0.7674632,0.182983996,-0.020992339,-0.22777306,0.141327516,0.08485331,0.74534833,0.7086095,2.714353,-0.29701954,0.2176,11.34763,-0.219499767,0.640016713,1.562459198,1.701479906,5.547545,1.5906432,5.122354272,0.329189523,0.20837311,-0.023474181,180.0,-0.08352494,0.13133942,156,0.480075062,-6.170760467,0.07292,0.691018
-0.01587144,1.296544652,0.37837335,-30.65758507,-10.04498894,-20.61259612,207.0533002,0.424673164,-0.069443737,0.56714875,0.29755,0.41554958,1.0663192,0.02884999,2.2074866,-0.006757525,0.08928753,0.26165,-0.065198766,2.0249407,727.9357465,0.163782645,0.044506446,0.087037794,0.32995602,0.951107,0.221967002,0.006723702,-0.14319158,0.167352465,0.1574139,0.7478183,1.0795178,1.4590993,-0.22739533,0.2168,5.024447,-0.344697965,0.487322843,2.052027756,1.633330059,8.663962,1.3163327,49.46336333,0.325231562,0.22338971,0.0075462,115.14671,-0.024029557,0.03181124,252,0.433789236,-10.56760718,0.550959,0.5814743
-0.054627113,2.595776058,1.8516752,-19.07920874,-5.545469588,-13.53373915,75.05093885,0.592411745,-0.015968004,0.41400853,0.31275,0.5058183,1.014994,0.03585002,2.4019794,0.04547845,0.16471118,0.19455,-0.12336275,1.1419787,724.771777,0.152004361,-0.012949876,0.17748521,0.09468781,0.8411153,0.176076004,0.07637501,-0.038197115,0.117595196,0.11564024,0.6766369,-37.286125,1.2246388,-0.21422997,0.14885,4.0270925,-0.418689772,0.409751476,2.440503718,1.452410129,1.4658531,1.1822875,29.17438898,0.319603436,0.19747953,-0.005396535,230.7583,-0.027657889,0.040980473,112,0.320360364,-7.988269559,0.17091419,0.79712456
-0.018356118,1.375438613,0.6271863,-17.26663229,-2.396154703,-14.87047759,35.63196481,0.5273142,-0.069295911,0.47990903,0.27835,0.52002305,1.3855317,0.030900002,2.1396894,-0.07513724,0.114086084,0.22635,-0.023562453,1.3490283,725.5906412,0.139617498,-0.008898545,0.13829517,0.20051523,0.8819538,0.165002996,0.117387444,-0.150193,0.115277128,0.20628868,0.6549561,12.735293,1.1146342,-0.28261793,0.1474,4.2253,-0.722452571,0.16113502,6.205975585,1.495270076,2.450545,1.1642971,36.97358307,0.311322001,0.17871358,-0.003023427,67.774506,-0.05227232,0.13721588,88,0.309812145,-12.47432288,0.320132,0.64076924
-5.46e-05,0.983152813,0.46026108,-47.96024903,-24.44832839,-23.51192063,574.8271568,0.206061486,0.016145286,2.0381196,0.03375,-0.14082971,0.108883776,0.00025,0.36523324,0.36555555,-0.12761775,0.03865,-0.300768636,0.6339067,724.7315433,0.044968301,-0.08495005,0.15029758,0.19053708,0.97152156,0.052775501,0.25214675,0.47494254,0.065131132,0.21102302,0.59150666,-1.3634145,-3.8045652,0.34960037,0.06145,-96.685265,0.019524664,1.039826936,0.961698496,1.906730022,2.9219913,0.7662095,-1358.663206,0.407845691,0.06456758,0.017453142,50.63307,0.16592586,-0.3529745,105,0.128561223,0.936407759,0.06275033,0.8752094
0.002869533,2.522336891,-5.438059,-37.80165509,-14.65661497,-23.14504012,339.2279415,0.235957565,-0.008426311,1.6834265,0.0845,-0.017383337,0.16177909,-0.016000003,0.41726422,0.1916084,-0.092010684,0.07585,-0.106943111,0.19387737,719.935347,0.044719,1.5125278,0.27265102,0.11334294,0.9937402,0.059691001,0.29451075,0.3517757,0.071404413,0.23835619,0.24593964,-1.2936804,-4.5875053,0.0875188,0.0639,-85.428406,-0.22455168,0.633250791,1.579153179,1.690169975,1.1308564,0.7068584,400.5532509,0.347645403,0.08999868,-0.12647419,270.0,-0.36449704,-0.18858214,102,0.133535906,-8.488425148,0.14828211,0.8755905
-0.08418303,2.167832178,2.0651143,-18.58367977,-6.895342632,-11.68833714,80.59508936,0.751945439,-0.036972736,0.21452704,0.38045,0.79212916,5.8589606,0.04249999,3.8998075,0.012453294,0.19039185,0.2049,0.053536904,1.0773717,721.9174302,0.146019943,-0.018673604,0.26540062,0.07211384,0.5227552,0.148704497,0.26193762,-0.21906227,0.062096545,0.29812607,0.61033666,-2.8112445,4.9232774,-0.45784417,0.12195,13.860579,-0.257914179,0.589933585,1.695106068,1.181480053,4.387632,1.6003937,11.7493863,0.307621179,0.12962915,-0.012990625,50.733917,-0.06636882,0.30213466,237,0.337729756,-4.792994504,0.14916626,0.6462745
-0.05493936,1.813725553,1.3535258,-27.60618421,-9.836616675,-17.76956753,174.7924243,0.663678176,-0.05776208,0.31818184,0.321,0.65279186,2.458258,0.058999985,2.9851072,-0.008774783,0.1751451,0.226,0.008564631,1.1320422,720.0766829,0.159166193,0.061269302,0.18572925,0.1125281,0.64524585,0.163259998,0.14940828,-0.19938177,0.091458698,0.20465116,0.6427851,-6.769225,3.0951326,-0.3713592,0.1525,9.505936,-0.287361368,0.553565339,1.806471485,1.337200084,2.1712308,1.4720078,10.64105467,0.315054636,0.15945716,0.0328311,148.64247,0.014330181,0.2239748,117,0.373686993,-7.932950856,0.28041637,0.695122
-0.04454828,1.548257366,1.1286732,-22.00414174,-7.536517595,-14.46762415,109.0355039,0.677576174,-0.080678604,0.2624521,0.3166,0.71899015,3.629519,0.04820001,3.6062658,-0.07776266,0.18694992,0.2314,0.113668152,1.1129992,719.3586325,0.141076404,0.038249407,0.1884951,0.10037736,0.5754438,0.145493998,0.16761361,-0.31557038,0.071719638,0.2323838,0.6202794,-7.045461,4.7690005,-0.47576532,0.1352,15.226693,-0.314990997,0.52092296,1.919669657,1.312280092,1.461784,1.6447688,10.41125323,0.307010823,0.12448903,0.023027902,50.627853,-0.010739096,0.34011877,119,0.351728493,-6.931106551,0.07458561,0.6580977
-0.017680602,1.25218664,0.5324637,-26.05076622,-10.33709796,-15.71366827,162.4337281,0.54440053,-0.08988368,0.3702346,0.282,0.6505824,2.8011405,0.025000006,3.4123397,-0.11148136,0.11610732,0.2382,0.0706122,1.4810606,722.5,0.128515004,0.030404126,0.12984702,0.28188056,0.8700989,0.163476499,0.058145642,-0.2898576,0.09969591,0.27244094,0.6656999,1.6259401,3.0820332,-0.4044811,0.14665,11.297775,-0.206388183,0.657841172,1.520123765,1.500140044,11.477219,1.4519801,35.35093526,0.307447212,0.1627505,0.011025672,163.08397,-0.032624137,0.17955312,211,0.304700995,-5.37657031,0.4138504,0.45258623
-0.006010663,1.555001315,0.15148495,-13.79387869,-2.701306043,-11.09257264,29.96443352,0.259736567,-0.036389366,0.8874411,0.2641,0.12545827,0.23615117,0.004500002,1.2458608,0.04547677,0.02479912,0.2652,-0.17455196,11.84616,683.6539041,0.182915302,3.636095,0.041633908,0.20750557,1.0144061,0.266456012,0.006292671,0.002452965,0.244754533,0.06631876,0.8574791,1.1776037,0.33648878,-0.039184947,0.26725,1.2178384,-0.608332637,0.243523854,4.106373905,1.841040134,3.380924,1.0899266,-38.49566423,0.339652385,0.26545826,0.0345409,90.0,0.046194732,-0.052611165,177,0.526357287,-8.391266601,0.2247572,0.79195863
-0.061316196,1.64502303,1.2842044,-24.19740085,-8.521911421,-15.67548943,133.5851324,0.722635607,-0.080752402,0.21887724,0.33835,0.7744516,5.0591006,0.062299997,4.5171638,-0.096075796,0.18713887,0.2385,0.143848165,1.1139569,721.0623737,0.1531207,0.035209578,0.19101124,0.10905862,0.55688626,0.151843002,0.16757177,-0.36564806,0.066099956,0.2652375,0.6359743,-37.11767,5.8040066,-0.52031875,0.1336,16.881926,-0.295634149,0.543645636,1.839433509,1.282700014,2.1715508,1.7754153,10.53695109,0.304086239,0.10306147,0.022681635,148.62862,0.016107611,0.37055838,171,0.352549528,-7.15357801,-0.02840352,0.58736557
-0.084687755,1.968514844,1.673665,-25.30717099,-10.37206465,-14.93510634,154.9078885,0.76369628,-0.060267733,0.2227027,0.3261,0.77160645,4.2274656,0.0905,3.7219284,-0.040300567,0.20122011,0.2285,0.069031396,1.0682797,716.6582736,0.1767458,0.13918862,0.20010503,0.07370305,0.48612103,0.156544002,0.24596772,-0.297827,0.067650919,0.26671794,0.6584492,-2.4609938,5.018484,-0.469926,0.1405,13.56347,-0.180306274,0.694475447,1.439935717,1.283700064,5.836131,1.705097,7.981791391,0.310285604,0.104985446,0.09580928,50.692005,0.13462132,0.38077968,406,0.405619119,-4.563041696,0.2067138,0.6983894
-0.085677825,1.901412934,1.7108467,-18.11909549,-4.860336686,-13.2587588,64.44203182,0.800718198,-0.061870321,0.18206374,0.34565,0.8369929,7.2532525,0.07440001,3.3493338,-0.03414832,0.20950009,0.22665,0.154071227,1.0250684,717.9736238,0.161545906,0.07439974,0.2783418,0.02789046,0.34393305,0.138922502,0.43049172,-0.30995646,0.049366293,0.3446384,0.5790147,-1.313688,6.468594,-0.54157454,0.1195,17.473242,-0.463512217,0.366575541,2.727950688,1.058329982,15.521967,1.7729969,7.898576087,0.306201219,0.07117092,0.05953065,238.36137,0.07102567,0.51375335,350,0.436654704,-8.398422118,0.073807955,0.7992701
-0.032589395,1.454035122,1.0371599,-28.79457364,-9.740924181,-19.05364946,185.6001548,0.641631975,-0.082025207,0.27093595,0.2862,0.72608566,3.7599337,0.043600008,3.5758681,-0.112091124,0.17065513,0.2195,0.126793311,1.1407443,720.133554,0.129074807,0.041962784,0.18392666,0.12261015,0.61754966,0.134235006,0.17437722,-0.32544896,0.067151993,0.26126125,0.61293983,-13.291681,4.7088675,-0.4806071,0.1208,16.568851,-0.323419454,0.511236664,1.956041245,1.36189993,6.745139,1.5688312,13.22996746,0.303884947,0.106054544,0.024513377,270.0,-0.00698803,0.33953074,205,0.302226693,-9.312725283,0.28954196,0.60455763
-0.034077395,2.697478859,1.244031,-30.28708548,-11.09548674,-19.19159874,212.9401293,0.442812842,-0.011402285,0.59345037,0.2554,0.33260998,0.5523891,0.041649997,1.9224077,0.1025,0.10057274,0.20565,-0.162610483,1.5456581,725.6862037,0.165608098,0.23264158,0.12009804,0.2074989,0.9428067,0.208517994,0.005107313,0.007525738,0.164374542,0.08465609,0.724762,1.1082265,1.0585082,-0.11267414,0.19845,3.8303173,-0.26731235,0.57814291,1.729676145,1.600129986,1.8543341,1.210061,41.15760932,0.339092824,0.20044695,0.04480151,180.0,0.08202815,-0.073282644,113,0.401630551,-8.096111997,0.2202837,0.7397114
0.004308855,0.951630329,-0.06626646,-26.9036118,-9.711190604,-17.1924212,166.9588792,0.43968053,-0.118370745,0.57948065,0.31745,0.34842014,0.7220348,0.032550007,2.035929,-0.07302881,0.101850264,0.32255,-0.013224468,1.6336336,721.9469492,0.179950456,0.0934645,0.07669197,0.22347748,0.9035363,0.238907006,-0.004533082,-0.20365536,0.185641745,0.09058401,0.7459572,0.9240123,1.279505,-0.276036,0.23895,4.0516305,-0.278075325,0.564852995,1.77037213,1.605010045,0.92740995,1.3057377,19.74226495,0.318250941,0.24696584,0.01756085,0.0,-0.005197593,0.123248726,103,0.491026161,-7.481230592,0.38797814,0.70680875
0.020880079,0.771112504,-0.559958,-33.81950101,-10.0302424,-23.7892586,238.6120304,0.493785431,-0.145196888,0.4617886,0.2694,0.44366196,1.1563625,0.0203,2.5581794,-0.15017234,0.140856,0.2853,0.13409906,1.3524151,715.6120546,0.124601703,0.01946446,0.099633805,0.17456803,0.7775203,0.163406006,-0.005253971,-0.34562212,0.115328,0.09021112,0.65267056,0.9126209,3.0090742,-0.43043366,0.1726,12.232008,-0.40683676,0.421629046,2.371753109,1.540060186,1.8543341,1.5193661,11.38117561,0.306581366,0.16742535,0.005723636,0.0,-0.086859666,0.27025557,139,0.37941129,-13.7590162,0.31633154,0.7064083
-0.006740759,1.192904619,0.46469384,-28.00222223,-10.85010475,-17.15211747,186.1022713,0.484993784,-0.061810104,0.46837947,0.2683,0.47414422,1.9139206,-0.042899996,2.153038,0.08553546,0.13728835,0.185,0.02546963,1.2191012,712.9456243,0.072379903,-0.33215955,0.16903631,0.095393404,0.61242795,0.125066001,0.08301601,-0.1621741,0.088202874,0.13532935,0.58186793,28.250053,4.142373,-0.32237312,0.1561,20.46627,-0.225054021,0.632581066,1.580825058,1.502000034,1.1352628,1.6466244,8.2046743,0.328658389,0.18854894,-0.11904241,270.0,-0.24562056,0.15808016,85,0.390968435,-6.302012723,0.24560261,0.7552301
-0.12758656,2.718724988,2.844279,-23.75452883,-9.441037192,-14.31349164,135.1342069,0.825537482,-0.011735053,0.15460852,0.3553,0.83830565,6.155411,0.1322,5.3484964,-0.045757856,0.22800618,0.1879,0.036090187,1.0457387,724.4103915,0.197708203,0.113253586,0.26276883,0.059322037,0.5154845,0.155429003,0.2521739,-0.27484024,0.051044327,0.27477014,0.675384,-2.4907408,6.0356317,-0.5013983,0.1001,14.954489,-0.205116863,0.659590087,1.516093131,1.255579951,11.350008,1.6041667,14.13914591,0.301475328,-0.001997446,0.08757747,316.53622,0.13594145,0.36019838,231,0.279659223,-4.872454443,0.09322034,0.68798447
-0.09366083,3.020137731,3.716385,-23.21571238,-9.803077879,-13.4126345,131.4851006,0.763451452,0.000213,0.16436951,0.3138,0.8210948,5.352078,0.09849998,4.531684,0.019936427,0.24582691,0.1504,-0.01966861,1.0275688,722.5,0.161651939,0.10557077,0.27891156,0.03402061,0.47308782,0.130617497,0.28065497,-0.20411785,0.044747122,0.2518146,0.6773241,-1.5769229,6.5097685,-0.45701137,0.08825,19.09023,-0.155479038,0.730883845,1.368206462,1.374079996,2.17112,1.5744871,14.37575126,0.305180379,-0.011692676,0.08253966,211.35272,0.08667936,0.34018174,109,0.261177705,-3.609556622,0.16946776,0.8023952
0.026098793,0.652450743,-0.9685019,-21.42263761,-3.637544053,-17.78509355,64.69406129,0.46803187,-0.127531996,0.51582426,0.2186,0.33944955,0.6812888,0.01380001,2.0771194,-0.09530749,0.14742193,0.2663,0.157947195,1.1330518,714.7950785,0.110055707,-0.0453085,0.17261115,0.063668504,0.75386596,0.144024002,-0.00907442,-0.26489398,0.110322255,0.022471907,0.4594968,0.61538404,2.7142103,-0.4183755,0.1552,12.821021,-0.66040185,0.204527687,4.889313584,1.269260138,3.7047918,1.4212455,10.07935705,0.314562182,0.15096776,-0.01305359,180.0,-0.03156449,0.23253527,120,0.348868377,-14.1475495,0.22257052,0.8923077
-0.030199338,1.333433902,0.7494061,-33.05132371,-14.91530282,-18.1360209,270.5042436,0.644817133,-0.104251984,0.26454937,0.30095,0.67988825,3.2525766,0.061550006,4.2076697,-0.05588482,0.1982461,0.2454,0.15514921,1.1473014,714.1394237,0.143954305,0.05401981,0.13492888,0.13067113,0.5294469,0.148757504,0.058784395,-0.4032258,0.076272745,0.16258675,0.67497563,2.472223,6.5916376,-0.5103862,0.16725,21.920975,-0.097445963,0.822413191,1.215933805,1.465580031,0.0,2.1024513,5.058669973,0.31415092,0.10014936,0.029442012,0.0,-0.000831,0.35740203,119,0.450016719,-3.220718082,0.0442217,0.64709204
-0.0329346,1.411538466,0.99132454,-28.6657284,-10.76199544,-17.90373295,192.6798925,0.676262847,-0.092789128,0.23700625,0.2676,0.72452945,3.1309795,0.0677,3.3186877,-0.1504157,0.23269059,0.2244,0.18168985,1.0327939,716.8870965,0.1380905,0.12004072,0.19171534,0.0348574,0.47864768,0.123393001,0.21925133,-0.37987304,0.056857162,0.19475983,0.5997783,-1.5273973,5.7230854,-0.53278685,0.1124,19.830511,-0.249138533,0.601103439,1.663607186,1.322879997,15.386483,1.6432748,9.393890237,0.300448115,0.059935097,0.08231764,0.0,0.07847533,0.4776699,235,0.328843116,-7.14173751,0.18111964,0.8568773
-0.02068343,1.403804596,0.96298826,-29.1393714,-11.17562363,-17.96374777,200.756084,0.563471266,-0.076004308,0.33680555,0.23935,0.6435045,2.7199957,0.045049995,3.1779332,-0.05890292,0.15432405,0.1981,0.058343143,1.2245289,717.3964332,0.122415399,0.05117237,0.11621357,0.17596993,0.63307023,0.131348498,0.1052279,-0.3109068,0.076170149,0.21652527,0.71158886,5.060348,4.9549613,-0.41222596,0.1394,20.240856,-0.232953692,0.622120939,1.607404506,1.627119946,0.92740995,1.6907216,8.338253523,0.314798561,0.1012964,0.024053548,0.0,0.022769982,0.27988577,85,0.341605036,-6.788124148,0.40469557,0.60169977
-0.023222106,1.414410775,1.0604019,-22.52250447,-9.101197922,-13.42130655,122.1499673,0.599806997,-0.068884144,0.2868326,0.25685,0.66510695,2.8066733,0.0334,3.2667794,-0.030265618,0.20061852,0.19705,0.12901868,1.0925062,718.6140884,0.112362551,0.015283452,0.22334316,0.078117765,0.5685775,0.1197415,0.1371353,-0.27295852,0.063501746,0.17564791,0.5517832,-4.7444468,5.5032315,-0.467784,0.11775,22.092459,-0.191812977,0.678115643,1.474674726,1.319909966,1.8543341,1.6480055,10.78685233,0.31243843,0.0913823,0.008808356,180.0,-0.03017327,0.30278572,128,0.308559492,-4.320108631,0.13667233,0.7483196
-0.043943483,1.94188191,0.87220085,-32.32370633,-10.51938375,-21.80432257,229.3680366,0.485759112,-0.046145269,0.5370482,0.31375,0.41577825,0.8208215,0.050199986,2.1304216,0.0,0.10793556,0.25745,-0.123016108,1.5234375,725.917233,0.190664187,0.1648519,0.086974904,0.23775728,0.9433526,0.235029993,0.030040413,-0.09618555,0.175286322,0.13098636,0.7792068,1.6070032,0.98424774,-0.1816409,0.21625,2.9646018,-0.349122675,0.482444878,2.072775657,1.639489883,0.92740995,1.2128435,49.63838011,0.324667878,0.23869848,0.039367616,0.0,0.058167294,0.029149331,125,0.437439824,-11.28493882,0.37582195,0.67156863
-0.1877683,2.885754648,2.5371099,-22.75412136,-8.714347171,-14.03977419,122.3474665,0.933793817,-0.007235495,0.15594059,0.4891,0.8819876,11.866255,0.077200025,2.6295457,0.12563238,0.20823509,0.2174,0.02224415,1.0013222,719.7546524,0.195331015,0.02113485,0.3540953,0.001472029,0.23220974,0.167074003,0.6554744,-0.15672058,0.050333951,0.4264151,0.62005013,-1.0134529,5.7368765,-0.48395905,0.1335,11.833491,-0.234042305,0.620689981,1.611110266,0.906479976,3.7047918,1.765873,6.576848163,0.30984279,0.13696505,0.018594407,0.0,-0.008791654,0.5397179,97,0.658542496,-5.32542702,-0.050535988,0.9806452
0.009628068,0.873858577,-0.28027612,-32.68337486,-12.85815021,-19.82522465,254.9157164,0.494323511,-0.129403498,0.4807074,0.2504,0.4798513,1.1881819,0.03989999,2.372479,-0.17783734,0.11980163,0.26745,0.073568054,1.4354982,720.2896642,0.137729093,0.15363239,0.07388077,0.23432265,0.847205,0.164735498,0.04469356,-0.31705925,0.116270692,0.1552765,0.7422968,1.9136907,2.150024,-0.381992,0.161,8.641576,-0.213168759,0.648575259,1.541841115,1.685489881,3.7680197,1.3461539,18.99663107,0.303422301,0.15488663,0.04482939,240.5551,-0.006389825,0.256777,65,0.341263326,-6.967074446,0.3743073,0.641129
-0.04101382,1.608175732,1.193166,-20.40959794,-7.456000543,-12.9535974,96.58202925,0.646386399,-0.065567858,0.30383974,0.3037,0.66689855,2.7516215,0.03454998,3.1230316,-0.013881566,0.18018472,0.22065,0.06426862,1.1243255,718.0495377,0.134550887,0.037950862,0.20937242,0.100018874,0.61546683,0.147379997,0.15092748,-0.22635497,0.08024825,0.2064965,0.5935089,-6.698929,3.8614278,-0.41601157,0.1403,12.892915,-0.26936331,0.575593043,1.737338581,1.280130032,0.0,1.5417583,11.07609032,0.313984859,0.15038957,0.020964691,0.0,-0.013829474,0.25108415,67,0.352236675,-5.497596858,0.28258446,0.69310945
0.03222933,0.629985272,-0.48720607,-20.69962243,-6.677582024,-14.02204041,93.63332498,0.424103445,-0.14632812,0.71240723,0.3307,0.2271411,0.61219054,-0.007999986,1.3997056,-0.021216156,0.074342184,0.3467,-0.017906179,1.2782305,615.4720792,0.165768711,-0.18328705,0.06292637,0.07846357,0.71923536,0.233841008,0.041228622,-0.1825128,0.203253884,0.06154232,0.75684875,-40.83383,1.3190559,-0.24265234,0.29295,4.447255,-0.354811225,0.476220424,2.09986794,1.658839834,2.1531322,1.3864174,1.143190448,0.327900555,0.28441542,-0.031035598,210.55725,-0.10311459,0.18388689,63,0.677552795,-7.344458385,0.04049385,0.88656855
-0.015273519,1.197212673,0.3897065,-26.25389211,-8.596132646,-17.65775946,151.7884425,0.567333662,-0.098233912,0.3950704,0.2638,0.5604396,1.6441314,0.053200006,2.7838628,-0.07412588,0.14723918,0.2557,0.067976211,1.2702366,717.5957092,0.149995406,0.13847034,0.14228275,0.18804161,0.74561936,0.166806004,0.06653991,-0.26232743,0.10679638,0.16753383,0.63359225,2.8749986,2.87036,-0.39005163,0.1655,10.106901,-0.345153655,0.486818991,2.05415158,1.414140093,2.1520028,1.4750446,11.2887121,0.314669555,0.15424028,0.054586,149.49377,0.076573215,0.21750158,73,0.373166261,-9.061626813,0.29282346,0.6482982
0.001795612,0.975050553,-0.062844425,-29.74975826,-12.11265731,-17.63710095,213.6321598,0.522303799,-0.104977024,0.39950165,0.2451,0.5697523,2.002685,0.037599996,2.9038258,-0.042424235,0.13628146,0.2445,0.136957779,1.3529412,713.7499942,0.124090795,0.08046224,0.1740696,0.22440943,0.70632905,0.145343996,0.054054037,-0.28262493,0.093211227,0.18618988,0.53718483,1.9610385,4.065897,-0.43528032,0.158,16.884954,-0.185697093,0.686771445,1.456088495,1.323900095,4.7534976,1.6424118,8.010999114,0.31860808,0.12804407,0.029499777,13.25769,-0.017543914,0.21297605,90,0.364192831,-5.524443641,0.36346975,0.5913979
-0.003827199,1.211554063,0.60113955,-25.71613548,-8.933934855,-16.78220063,149.9310871,0.417387509,-0.041626044,0.51561487,0.17435,0.44116268,1.4118073,-0.00015,2.0336504,0.097137704,0.117326446,0.1407,-0.005161493,1.3328612,707.5038933,0.074683044,-0.11790974,0.16836207,0.15274617,0.68282664,0.101694997,0.07118723,-0.116499424,0.074695676,0.14151964,0.58249676,5.1039014,4.4013696,-0.27938166,0.1217,28.636106,-0.305188382,0.53234585,1.878478061,1.62263999,3.5357406,1.5356467,8.267014974,0.335244125,0.1068784,-0.035153832,141.80927,-0.11843992,0.093042284,93,0.287496092,-7.848265771,0.09775428,0.7172082
-0.03810189,2.493785772,2.1148813,-24.88782649,-10.62881363,-14.25901286,151.5563902,0.553412804,-0.010974225,0.41302654,0.2463,0.5209847,1.358424,0.044999987,2.4417284,0.18174757,0.15770419,0.16625,-0.105478888,1.1741309,715.706748,0.135568589,0.11218976,0.2242268,0.123226084,0.7019388,0.148814496,0.08263758,0.002603524,0.09855897,0.13474414,0.61613613,27.944485,2.8704097,-0.22175273,0.15215,11.195046,-0.145862445,0.745410201,1.341543219,1.424249974,6.106644,1.4367329,9.706572281,0.339286089,0.1403424,0.046210323,116.995476,0.04100687,-0.006834762,214,0.355728984,-3.630199224,0.31608132,0.7560862
0.023224398,0.66454581,-0.79979825,-23.96181501,-8.862533056,-15.09928196,133.8178855,0.418815221,-0.130416231,0.57466066,0.2405,0.38362813,1.0467013,0.011350006,2.1292949,-0.11861534,0.09416719,0.26845,0.074141932,1.8681401,714.9547026,0.119897355,-0.043800004,0.07487486,0.2716432,0.8536116,0.168815496,0.000394,-0.29060185,0.129061434,0.12663564,0.71052635,1.0052818,2.381019,-0.35769373,0.18205,10.773843,-0.260278652,0.58695063,1.703720805,1.679690075,2.191415,1.4334645,12.29253942,0.312840945,0.17264213,-0.007633583,270.0,-0.08108109,0.19575626,71,0.382422147,-6.2367489,0.28935906,0.6335264
